author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
TimeProperty,real_estate_agent,https://www.cian.ru/sale/flat/293666231/,Москва,sale,flat,20,43,3,84.2,-1,0,38500000,Хорошево-Мневники,Шелепихинская набережная,34к7,Шелепиха,Сердце Столицы
Regions Development,developer,https://www.cian.ru/sale/flat/301439120/,Москва,sale,flat,2,16,3,74.41,-1,0,30845885,Преображенское,Жилой комплекс Преображенская площадь,,Преображенская площадь,Преображенская площадь
Елена Иванова,realtor,https://www.cian.ru/sale/flat/300797525/,Москва,sale,flat,36,44,3,68.6,-1,0,36900000,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити
Стадион Спартак,developer,https://www.cian.ru/sale/flat/282960151/,Москва,sale,flat,2,13,3,79.3,-1,0,38833210,Покровское-Стрешнево,Северо-Западный ао,,Спартак,Клубный Город на Реке Примавера ЖК
ALFA real estate,real_estate_agent,https://www.cian.ru/sale/flat/295612021/,Москва,sale,flat,16,27,3,65.1,-1,0,38950000,Хорошевский, Зорге,9к2,Зорге,Рихард
Prime Life Development,developer,https://www.cian.ru/sale/flat/299132370/,Москва,sale,flat,3,28,3,83.45,-1,0,39734970,Нагатино-Садовники,Нагатинская ,к2вл1,Нагатинская,Первый Нагатинский
Артем Ченцов,realtor,https://www.cian.ru/sale/flat/300681399/,Москва,sale,flat,23,28,3,91.7,-1,0,40000000,Филевский парк,Береговой проезд,1А,Фили,мой адрес На Береговом
LEGENDA Intelligent Development,developer,https://www.cian.ru/sale/flat/301551510/,Москва,sale,flat,4,34,3,92.5,-1,0,35242500,Левобережный,Ленинградское шоссе,,Беломорская,Северный порт. Береговые кварталы
Артем Ченцов,realtor,https://www.cian.ru/sale/flat/292130333/,Москва,sale,flat,4,30,3,72.2,-1,0,33000000,Хорошево-Мневники,Шелепихинская набережная,40к2,Шелепиха,Sydney City
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/301037084/,Москва,sale,flat,18,23,3,78.9,-1,0,34400400,Басманный, Фридриха Энгельса,56,Бауманская,Дом 56
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/300509005/,Москва,sale,flat,6,13,3,68.7,-1,0,39999999,Раменки,,к8,Минская,Вест Гарден ЖК
Пионер,developer,https://www.cian.ru/sale/flat/301513321/,Москва,sale,flat,19,22,3,67.3,-1,0,33730087,Марьина роща,Полковая ,1С12,Савёловская,PRIDE
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/299363920/,Москва,sale,flat,15,28,3,63.3,-1,0,33250000,Раменки,Винницкая ,8к2,Раменки,Настоящее
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/293141534/,Москва,sale,flat,3,27,3,76.1,-1,0,26292550,Щукино, Берзарина,,Щукинская,Октябрьское поле
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300661318/,Москва,sale,flat,8,29,3,80.0,-1,0,37400000,Раменки,Мосфильмовская ,74Б,Ломоносовский проспект,Мосфильмовская
Пионер,developer,https://www.cian.ru/sale/flat/301514931/,Москва,sale,flat,10,13,3,69.64,-1,0,25739827,Москворечье-Сабурово,,,Варшавская,Лайф Варшавская ЖК
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301016806/,Москва,sale,flat,4,6,3,90.0,-1,0,31000000,Даниловский,проспект Лихачева,22,Технопарк,Nagatino i-Land
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/300922983/,Москва,sale,flat,3,20,3,62.3,-1,0,21287910,Головинский,Михалковская ,48С4,Коптево,Михалковский
Северная слобода,real_estate_agent,https://www.cian.ru/sale/flat/284287955/,Москва,sale,flat,1,4,3,83.3,-1,0,27600000,Северный,Дмитровское шоссе,122Гк1,Физтех,
Level Group,developer,https://www.cian.ru/sale/flat/301555201/,Москва,sale,flat,23,24,3,59.7,-1,0,,Покровское-Стрешнево,проезд Проектируемый № 3959,,Тушинская,Апартаментный комплекс Level Стрешнево
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300855497/,Москва,sale,flat,30,30,3,94.0,-1,0,33000000,Можайский, Петра Алексеева,14,Давыдково,КутузовGRAD II
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/300151358/,Москва,sale,flat,22,26,3,80.5,-1,0,26404000,Соколиная гора,,,Соколиная гора,Семеновский Парк 2 ЖК
Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/300593977/,Москва,sale,flat,6,20,3,75.8,-1,0,28000000,Нагатинский затон,Нагатинская набережная,44к1,Коломенская,
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/280126767/,Москва,sale,flat,2,25,3,87.5,-1,0,35647500,Савеловский,Старый Петровско-Разумовский проезд,1/23С5,Гражданская,Петровский парк II
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/301269319/,Москва,sale,flat,11,14,3,64.7,-1,0,17000000,Лосиноостровский, Коминтерна,22К1,Бабушкинская,
Основа,developer,https://www.cian.ru/sale/flat/293623782/,Москва,sale,flat,-1,-1,-1,50.4,-1,0,20910960,Хорошево-Мневники,2-й Силикатный проезд,,Полежаевская,Emotion
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300640749/,Москва,sale,flat,10,25,3,77.0,-1,0,40000000,Тропарево-Никулино,Никулинская ,8к3,Озёрная,Квартал на Никулинской
КРОСТ,developer,https://www.cian.ru/sale/flat/296745463/,Москва,sale,flat,22,28,3,78.2,-1,0,33547800,Хорошево-Мневники, Генерала Глаголева,,,CRYSTAL Трилогия
Дмитрий Казаченко,realtor,https://www.cian.ru/sale/flat/299690400/,Москва,sale,flat,16,24,3,60.0,-1,0,18550000,,бульвар Андрея Тарковского,11,Рассказовка,Рассказово
MR Group,developer,https://www.cian.ru/sale/flat/299282134/,Москва,sale,flat,2,44,3,84.2,-1,0,39641613,Марьина роща, 4-я Марьиной рощи,12К3,Марьина Роща,Mod
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300640756/,Москва,sale,flat,5,6,3,47.0,-1,0,19000000,Мещанский, Гиляровского,56,Проспект Мира,
ID 111759195,developer,https://www.cian.ru/sale/flat/296871940/,Москва,sale,flat,2,30,3,68.0,-1,0,19098480,Рязанский,Рязанский проспект,,Окская,balance
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299595703/,Москва,sale,flat,23,25,3,83.6,-1,0,22500000,Чертаново Центральное, Красного Маяка,15,Пражская,
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/297843922/,Москва,sale,flat,6,14,3,76.0,-1,0,17670000,, 3-я Нововатутинская,15к2,Кедровая,"Новые Ватутинки, мкр. Центральный"
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299889344/,Москва,sale,flat,9,17,3,71.0,-1,0,16900000,Новокосино,Суздальская ,10К3,Новокосино,
Концерн КРОСТ,developer,https://www.cian.ru/sale/flat/299370759/,Москва,sale,flat,4,6,3,81.8,-1,0,39509400,Хорошево-Мневники, Саляма Адиля,2А,Народное Ополчение,Wellton SPA Residence
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/297238264/,Москва,sale,flat,7,16,3,82.0,-1,0,19599000,Можайский,Вяземская ,12к1,Сетунь,
Level Group,developer,https://www.cian.ru/sale/flat/301564983/,Москва,sale,flat,8,23,3,44.9,-1,0,,Печатники,,,Кожуховская,Левел Южнопортовая ЖК
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/297881966/,Москва,sale,flat,2,12,3,62.7,-1,0,16300000,Бутырский, Милашенкова,12,Фонвизинская,
Forma,developer,https://www.cian.ru/sale/flat/301020620/,Москва,sale,flat,7,15,3,84.9,-1,0,38018474,Печатники,Южнопортовая ,,,Portland
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/296307746/,Москва,sale,flat,7,17,3,76.0,-1,0,13000000,, Текстильщиков,2,Крёкшино,
3SGroup,developer,https://www.cian.ru/sale/flat/299379150/,Москва,sale,flat,4,17,3,65.6,-1,0,14497600,,,,Корниловская,FOREVILLE
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299166516/,Москва,sale,flat,14,14,3,78.0,-1,0,16800000,Некрасовка, Маршала Еременко,5к3,Некрасовка,В некрасовке-2 (2 очередь)
MR Group,developer,https://www.cian.ru/sale/flat/298871424/,Москва,sale,flat,7,48,3,71.4,-1,0,23789694,Покровское-Стрешнево,Вишневая ,7С128,Тушинская,Мультиквартал CITYZEN
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/296210557/,Москва,sale,flat,5,9,3,58.7,-1,0,13000000,Бибирево,Белозерская ,11Б,Бибирево,
Level Group,developer,https://www.cian.ru/sale/flat/301556997/,Москва,sale,flat,23,31,3,54.9,-1,0,,Западное Дегунино,Ильменский проезд,10С3а,Селигерская,Level Селигерская
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/294928648/,Москва,sale,flat,4,9,3,59.0,-1,0,15600000,Чертаново Центральное,Днепропетровская ,29,Южная,
Центр-Инвест,representative_developer,https://www.cian.ru/sale/flat/298334283/,Москва,sale,flat,15,28,3,62.6,-1,0,34785452,Раменки,Винницкая ,8к1,Раменки,Настоящее
Дмитрий Казаченко,realtor,https://www.cian.ru/sale/flat/301187444/,Москва,sale,flat,5,10,3,63.0,-1,0,13850000,Южное Бутово, Брусилова,33к1,Щербинка,
Level Group,developer,https://www.cian.ru/sale/flat/301555585/,Москва,sale,flat,12,45,3,64.8,-1,0,,Нижегородский,,,Нижегородская,Левел Нижегородская ЖК
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/299508883/,Москва,sale,flat,5,9,3,54.0,-1,0,13300000,Ясенево,Новоясеневский проспект,21К1,Новоясеневская,
РГ-Девелопмент,developer,https://www.cian.ru/sale/flat/301022914/,Москва,sale,flat,14,30,3,74.9,-1,0,22170400,Чертаново Южное,,1.1,Аннино,Варшавские Ворота ЖК
LaRichesse,real_estate_agent,https://www.cian.ru/sale/flat/298254234/,Москва,sale,flat,1,9,3,60.2,-1,0,12000000,Коньково, Бутлерова,4К3,Беляево,
Э.К. Девелопмент,developer,https://www.cian.ru/sale/flat/299892591/,Москва,sale,flat,14,26,3,79.0,-1,0,22665600,Чертаново Южное,Варшавское шоссе,170Ек3,Лесопарковая,Зеленая Вертикаль
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/299653290/,Москва,sale,flat,3,16,3,68.6,-1,0,26000000,Москворечье-Сабурово,переулок 1-й Котляковский,4к3,Варшавская,LIFE Варшавская
MR Group,developer,https://www.cian.ru/sale/flat/300575332/,Москва,sale,flat,10,29,3,81.4,-1,0,26244013,Южнопортовый,Волгоградский проспект,32/3к4,Дубровка,Метрополия
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299557337/,Москва,sale,flat,8,18,3,75.5,-1,0,38500000,Алексеевский,Новоалексеевская ,16К5,Алексеевская,Серебряный фонтан
Группа Родина,developer,https://www.cian.ru/sale/flat/293200672/,Москва,sale,flat,12,13,3,72.0,-1,0,19136000,, 1-я Ватутинская,12к2,Ольховая,Russian Design District
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/297470849/,Москва,sale,flat,7,9,3,55.4,-1,0,33490000,Очаково-Матвеевское,Аминьевское шоссе,4Дк2,Аминьевская,Вестердам
Колди,developer,https://www.cian.ru/sale/flat/298328896/,Москва,sale,flat,8,21,3,76.0,-1,0,23034399,Нижегородский,Автомобильный проезд,4,Калитники,N’ice Loft
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/286850576/,Москва,sale,flat,5,22,3,58.0,-1,0,24700000,Хорошевский, Зорге,9,Полежаевская,Зорге 9
Концерн КРОСТ,developer,https://www.cian.ru/sale/flat/298380232/,Москва,sale,flat,8,19,3,83.3,-1,0,35985600,Щукино, Расплетина,2к1,Октябрьское поле,Театральный квартал
ID 116161857,homeowner,https://www.cian.ru/sale/flat/301615981/,Москва,sale,flat,1,9,3,83.0,-1,0,17900000,Марьино,Перервинский бульвар,22К3,Братиславская,
Forma,developer,https://www.cian.ru/sale/flat/297989186/,Москва,sale,flat,11,20,3,60.49,-1,0,25417898,Даниловский,Автозаводская ,26,Тульская,FORST
Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/299010369/,Москва,sale,flat,4,17,3,52.6,-1,0,17000000,, Лобановский Лес,13,Прокшино,Прокшино
St Michael,developer,https://www.cian.ru/sale/flat/298001269/,Москва,sale,flat,3,21,3,65.92,-1,0,26908020,Хорошевский,,,Полежаевская,Зорге 9 ЖК
BERI,real_estate_agent,https://www.cian.ru/sale/flat/300567591/,Москва,sale,flat,4,5,3,83.4,-1,0,34990000,Хамовники,Смоленский бульвар,17С1,Смоленская,
MR Group,developer,https://www.cian.ru/sale/flat/295670722/,Москва,sale,flat,2,26,3,79.4,-1,0,23688838,Покровское-Стрешнево,Волоколамское шоссе,95/1к7,Трикотажная,City Bay
